Name,Country,Sector,Industry,Currency,Market,Exchange,Nber_of_analyst_opinions,MarketCap,Volatility,Recommendation_mean,Ticker
"Ameresco, Inc.",USA,Industrials,Engineering & Construction,USD,us_market,NYQ,5,2147751936,0.481961,1.8,AMRC
Asanko Gold Inc.,USA, , , ,us_market,ASE, , , , ,AKG
AeroCentury Corp.,USA,Industrials,Rental & Leasing Services,USD,us_market,ASE, ,3617359,2.360202, ,ACY
"ARCA biopharma, Inc.",USA,Healthcare,Biotechnology,USD,us_market,NCM, ,39056960,3.017474, ,ABIO
"AAC Holdings, Inc.",USA, , , ,us_market,NYQ, , , , ,AAC
"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",USA,Industrials,Airlines,MXN,us_market,NYQ,11,1099129600,1.467254,2.2,VLRS
Atlassian Corporation Plc,USA,Technology,Software—Application,USD,us_market,NMS,19,55836200960,0.977777,2,TEAM
"SORL Auto Parts, Inc.",USA, , , ,us_market,NGM, , , , ,SORL
New England Realty Associates LP,USA,Real Estate,Real Estate—Diversified,USD,us_market,ASE, ,182927216,0.481961, ,NEN
Forward Pharma A/S,USA,Healthcare,Biotechnology,USD,us_market,NMS, ,49001908,1.848928, ,FWP
"EVERTEC, Inc.",USA,Technology,Software—Infrastructure,USD,us_market,NYQ,7,2717854720,1.151071,2.4,EVTC
Bayer Aktiengesellschaft,Germany,Healthcare,Drug Manufacturers—General, ,us_market,GER,27,46866538496,1.360126,2.2,BAYN.DE
Alexco Resource Corp.,USA,Basic Materials,Other Precious Metals & Mining,CAD,us_market,ASE,2,340715008,1.431736,2,AXU
ATA Inc.,USA, , , ,us_market,NGM, , , , ,ATAI
"ArQule, Inc.",USA, , , ,us_market,NGM, , , , ,ARQL
Ark Restaurants Corp.,USA,Consumer Cyclical,Restaurants,USD,us_market,NGM, ,51205232,1.012401, ,ARKR
American River Bankshares,USA,Financial Services,Banks—Regional,USD,us_market,NMS,3,66440960,0.706877,1.7,AMRB
"Amber Road, Inc.",USA, , , ,us_market,NYQ, , , , ,AMBR
"Alliqua BioMedical, Inc.",USA, , , ,us_market,NCM, , , , ,ALQA
"AstroNova, Inc.",USA,Technology,Computer Hardware,USD,us_market,NGM, ,72974520,0.459977,3,ALOT
"Allied Healthcare Products, Inc.",USA,Healthcare,Medical Devices,USD,us_market,NCM, ,19425534,-5.377677, ,AHPI
Adecoagro S.A.,USA,Consumer Defensive,Farm Products,USD,us_market,NYQ,9,708727552,1.007328,2.3,AGRO
"Adams Diversified Equity Fund, Inc.",USA,Financial Services,Asset Management, ,us_market,NYQ, ,1838916352,0.990417, ,ADX
Authentidate Holding Corp.,USA, , , ,us_market,PNK, , , , ,ADAT
Adaptimmune Therapeutics plc,USA,Healthcare,Biotechnology,USD,us_market,NMS,6,735200256,2.478015,2.4,ADAP
Acme United Corporation,USA,Consumer Defensive,Household & Personal Products,USD,us_market,ASE,1,112087208,1.021984,1,ACU
WestJet Airlines Ltd.,Canada, , , ,us_market,TOR, , , , ,WJA.TO
Turkcell Iletisim Hizmetleri A.S.,USA,Communication Services,Telecom Services,TRY,us_market,NYQ,3,4230724864,0.777917,2.3,TKC
"U.S. Auto Parts Network, Inc.",USA,Consumer Cyclical,Internet Retail,USD,us_market,NMS,4,726568768,2.777339,2,PRTS
"Pope Resources, A Delaware Limited Partnership",USA, , , ,us_market,NCM, , , , ,POPE
"Adams Natural Resources Fund, Inc.",USA,Financial Services,Asset Management,USD,us_market,NYQ, ,328753536,1.614994, ,PEO
North Atlantic Drilling Ltd.,USA, , , ,us_market,NYQ, , , , ,NADL
"General American Investors Company, Inc.",USA,Financial Services,Asset Management,USD,us_market,NYQ, ,897291648,1.095828, ,GAM
Double Eagle Acquisition Corp.,USA, , , ,us_market,NCM, , , , ,EAGL
"Delta Apparel, Inc.",USA,Consumer Cyclical,Apparel Manufacturing,USD,us_market,ASE,1,148137584,1.661217,2,DLA
"Brooks Automation, Inc.",USA,Technology,Semiconductor Equipment & Materials,USD,us_market,NMS,7,5419992576,1.705749,2,BRKS
"Auburn National Bancorporation, Inc.",USA,Financial Services,Banks—Regional,USD,us_market,NGM, ,150853648,0.622322, ,AUBN
"Amtech Systems, Inc.",USA,Technology,Semiconductor Equipment & Materials,USD,us_market,NMS,2,91832696,1.555806, ,ASYS
ASA Gold and Precious Metals Limited,USA,Financial Services,Asset Management,USD,us_market,NYQ, ,401229920,0.901916, ,ASA
"Amphastar Pharmaceuticals, Inc.",USA,Healthcare,Drug Manufacturers—Specialty & Generic,USD,us_market,NMS,5,852221760,1.032694,2.4,AMPH
"Aldeyra Therapeutics, Inc.",USA,Healthcare,Biotechnology,USD,us_market,NCM,9,260484208,2.042841,1.5,ALDX
"ADDvantage Technologies Group, Inc.",USA,Technology,Electronics & Computer Distribution,USD,us_market,NGM,1,36781368,0.066516, ,AEY
Arbutus Biopharma Corporation,USA,Healthcare,Biotechnology,USD,us_market,NMS,5,338788096,3.033821,2,ABUS
Ablynx NV,Belgium, , , ,us_market,BRU, , , , ,ABLX.BR
Atlantic Alliance Partnership Corp.,USA, , , ,us_market,NCM, , , , ,AAPC
"Sears Hometown and Outlet Stores, Inc.",USA, , , ,us_market,NCM, , , , ,SHOS
Rayonier Advanced Materials Inc.,USA,Basic Materials, ,USD,us_market,NYQ,4,459884704,3.453213,2,RYAM
Phibro Animal Health Corporation,USA,Healthcare,Drug Manufacturers—Specialty & Generic,USD,us_market,NGM,4,741109952,0.369222,3.2,PAHC
Forward Air Corporation,USA,Industrials,Integrated Freight & Logistics,USD,us_market,NMS,4,2016046720,1.133032,2.5,FWRD
Daimler AG,Germany,Consumer Cyclical,Auto Manufacturers,EUR,us_market,GER,29,61074882560,1.629746, ,DAI.DE
China Auto Logistics Inc.,USA,Consumer Cyclical,Auto & Truck Dealerships,USD,us_market,NCM, ,48,7.66629, ,CALI
Axovant Sciences Ltd.,USA, , , ,us_market,NYQ, , , , ,AXON
"AxoGen, Inc.",USA,Healthcare,Medical Devices,USD,us_market,NCM,6,591060352,0.642615,1.9,AXGN
Golden Minerals Company,USA,Basic Materials,Other Precious Metals & Mining,USD,us_market,ASE,3,90665376, ,2,AUMN
"AmeriServ Financial, Inc.",USA,Financial Services,Banks—Regional,USD,us_market,NGM,1,56293380,0.828072, ,ASRV
"ASB Bancorp, Inc.",USA, , , ,us_market,NGM, , , , ,ASBB
"Art's-Way Manufacturing Co., Inc.",USA,Industrials,Farm & Heavy Construction Machinery,USD,us_market,NCM, ,10680373,0.342728, ,ARTW
Asia Pacific Wire & Cable Corporation Limited,USA,Industrials,Electrical Equipment & Parts,USD,us_market,NGM, ,28468582,0.683765, ,APWC
Artisan Partners Asset Management Inc.,USA,Financial Services,Asset Management,USD,us_market,NYQ,6,3613669120,1.973506,2.1,APAM
American Shared Hospital Services,USA,Healthcare,Medical Care Facilities,USD,us_market,ASE, ,11118730,1.229988,2,AMS
AMB Financial Corp.,USA,Financial Services,Banks—Regional,USD,us_market,OBB, ,4122872,0.152198, ,AMFC
American Lorain Corporation,USA, , , ,us_market,ASE, , , , ,ALN
"AgroFresh Solutions, Inc.",USA,Consumer Defensive,Farm Products,USD,us_market,NMS,3,131045848,1.130214,2.5,AGFS
"Aethlon Medical, Inc.",USA,Healthcare,Medical Devices,USD,us_market,NCM,1,20791876,0.307215,2,AEMD
Altisource Asset Management Corporation,USA,Financial Services,Asset Management, ,us_market,ASE, ,37954832,0.753664, ,AAMC
Unico American Corporation,USA, ,Insurance—Property & Casualty,USD,us_market,NGM, ,25995040,-0.038331, ,UNAM
Harrison Vickers and Waterman Inc.,USA,Consumer Defensive,Beverages—Brewers, ,us_market,PNK, ,115434,57.744644, ,HVCW
"Motorcar Parts of America, Inc.",USA,Consumer Cyclical,Auto Parts,USD,us_market,NMS,3,397575616,1.725479,2.5,MPAA
"J. Alexander's Holdings, Inc.",USA,Consumer Cyclical,Restaurants,USD,us_market,NYQ, ,103531584,1.369785, ,JAX
Auris Medical Holding AG,USA,Healthcare,Biotechnology,CHF,us_market,NGM,1,37078136,0.366403, ,EARS
"AXT, Inc.",USA,Technology,Semiconductor Equipment & Materials,USD,us_market,NMS,4,394828032,1.954904,2.2,AXTI
Attunity Ltd.,USA, , , ,us_market,NCM, , , , ,ATTU
Ames National Corporation,USA,Financial Services,Banks—Regional,USD,us_market,NCM, ,200974192,0.639797, ,ATLO
"Astec Industries, Inc.",USA,Industrials,Farm & Heavy Construction Machinery,USD,us_market,NMS,2,1319026560,1.348928,2.3,ASTE
Ascendis Pharma A/S,USA,Healthcare,Biotechnology,EUR,us_market,NMS, ,9007022080,0.867531,1.5,ASND
"American Realty Investors, Inc.",USA,Real Estate,Real Estate—Development,USD,us_market,NYQ, ,161090800,1.125704, ,ARL
"Aemetis, Inc.",USA,Energy,Oil & Gas Refining & Marketing,USD,us_market,NGM,1,46031124,0.527057,2,AMTX
"Air Liquide, société anonyme",France,Basic Materials,Chemicals, ,us_market,PAR,18,64123187200,0.62405, ,AI.PA
Affimed N.V.,USA,Healthcare,Biotechnology,EUR,us_market,NGM,5,468127808,2.430101,1.6,AFMD
"Affymax, Inc.",USA,Healthcare,Biotechnology,USD,us_market,PNK, ,2844072,2.80947, ,AFFY
Compañía de Transporte de Energía Eléctrica en Alta Tensión Transener S.A.,Argentina,Utilities,Utilities—Regulated Electric,ARS,us_market,BUE,4,13918295040,1.640218, ,TRAN.BA
Inca Minerals Limited,Australia,Basic Materials,Other Industrial Metals & Mining, ,us_market,ASX, ,12311254,1.513291, ,ICG.AX
"Arcadia Biosciences, Inc.",USA,Basic Materials,Agricultural Inputs,USD,us_market,NCM,3,36179548,-0.626832,1.5,RKDA
Infinity Property and Casualty Corporation,USA, , , ,us_market,NMS, , , , ,IPCC
Fortress Transportation and Infrastructure Investors LLC,USA,Industrials,Rental & Leasing Services,USD,us_market,NYQ,11,1862172032,1.878804,1.5,FTAI
"Alanco Technologies, Inc.",USA,Industrials,Waste Management,USD,us_market,PNK,1,74736,1.994926, ,ALAN
Embotelladora Andina S.A.,USA,Consumer Defensive,Beverages—Non-Alcoholic,CLP,us_market,NYQ, ,1893144064,0.387909, ,AKO-A
Great Ajax Corp,USA,Real Estate,REIT—Mortgage,USD,us_market,NYQ,4,228961920,1.611612,2.2,AJX
"Atlas Financial Holdings, Inc.",USA, , , ,us_market,NGM, , , , ,AFH
"The American Energy Group, Ltd.",USA,Energy,Oil & Gas E&P, ,us_market,PNK, ,1366181,1.203494, ,AEGG
Celsius Resources Limited,Australia,Basic Materials,Other Industrial Metals & Mining,AUD,us_market,ASX,1,36670244,-1.006962, ,CLA.AX
Panhandle Oil and Gas Inc.,USA,Energy,Oil & Gas E&P,USD,us_market,NYQ,1,38385412,1.085682,1,PHX
Gluskin Sheff + Associates Inc.,Canada, , , ,us_market,TOR, , , , ,GS.TO
Dynasil Corporation of America,USA,Technology,Scientific & Technical Instruments,USD,us_market,NCM, ,15753044,0.206313, ,DYSL
"Global Brass and Copper Holdings, Inc.",USA, , , ,us_market,NYQ, , , , ,BRSS
Boulevard Acquisition Corp. II,USA, , , ,us_market,NCM, , , , ,BLVD
Atlantic Power Corporation,Canada,Utilities,Utilities—Independent Power Producers,USD,us_market,TOR,4,237332128,0.367405,2.7,ATP.TO
"Astika Holdings, Inc.",USA,Financial Services,Shell Companies, ,us_market,PNK, ,875777,-0.170236, ,ASKH
"Altex Industries, Inc.",USA,Energy,Oil & Gas E&P,USD,us_market,PNK, ,884660,0.351183, ,ALTX
AltaGas Ltd.,Canada,Utilities,Utilities—Regulated Gas,CAD,us_market,TOR,15,5158554112,1.591136,1.9,ALA.TO
Asanko Gold Inc.,Canada, , , ,us_market,TOR, , , , ,AKG.TO
"Aimmune Therapeutics, Inc.",USA, , ,USD,us_market,NMS,9,2257373952, ,2.8,AIMT
"Applied Energetics, Inc.",USA,Industrials,Aerospace & Defense,USD,us_market,PNK,1,60021988,3.007891, ,AERG
Accelerize Inc.,USA, , , ,us_market,OBB, , , , ,ACLZ
Barrick Gold Corporation,Canada,Basic Materials,Gold,USD,us_market,TOR,16,54873096192,0.268763, ,ABX.TO
Vealls Limited,Australia, , , ,us_market,ASX, , , , ,VELCP.AX
"Saker Aviation Services, Inc.",USA,Industrials,Airports & Air Services,USD,us_market,PNK, ,2654458,0.944193, ,SKAS
Petrobras Argentina S.A.,USA, , , ,us_market,NYQ, , , , ,PZE
Origin Energy Limited,Australia,Energy,Oil & Gas Integrated,AUD,us_market,ASX,10,8964558848,1.625316, ,ORG.AX
"Nord Anglia Education, Inc.",USA, , , ,us_market,NYQ, , , , ,NORD
Moog Inc.,USA,Industrials,Aerospace & Defense,USD,us_market,NYQ,4,2498584576,1.492108,2.7,MOG-A
AXA SA,France,Financial Services,Insurance—Diversified,EUR,us_market,PAR,22,47166279680,1.361392, ,CS.PA
Barington/Hilco Acquisition Corp.,USA, , , ,us_market,NCM, , , , ,BHAC
Bombardier Inc.,Canada,Industrials,Aerospace & Defense, ,us_market,TOR, ,1305682432,2.345961, ,BBD-A.TO
Brookfield Asset Management Inc.,Canada,Financial Services,Asset Management,USD,us_market,TOR,4,79180619776,1.105789, ,BAM-A.TO
Avalon Advanced Materials Inc.,Canada,Basic Materials,Other Industrial Metals & Mining,CAD,us_market,TOR, ,40067496,1.639027, ,AVL.TO
Athabasca Oil Corporation,Canada,Energy,Oil & Gas E&P,CAD,us_market,TOR,5,76947872,2.315225,3.5,ATH.TO
Aquila Resources Inc.,Canada,Basic Materials,Other Industrial Metals & Mining,USD,us_market,TOR,2,40626720,1.184417,2,AQA.TO
Australia and New Zealand Banking Group Limited,Australia,Financial Services,Banks—Diversified,AUD,us_market,ASX,13,64842575872,0.877848, ,ANZ.AX
Amanasu Techno Holdings Corporation,USA,Financial Services,Shell Companies, ,us_market,PNK, ,704343,1.82018, ,ANSU
"Alternet Systems, Inc.",USA,Technology,Information Technology Services,USD,us_market,PNK, ,673124,2.496617, ,ALYI
Alstom SA,France,Industrials,Specialty Industrial Machinery,EUR,us_market,PAR,12,11169431552,0.786708, ,ALO.PA
"Alliance Bioenergy Plus, Inc.",USA,Basic Materials,Specialty Chemicals, ,us_market,PNK, ,16658752,4.316234, ,ALLM
"Air T, Inc.",USA,Industrials,Integrated Freight & Logistics,USD,au_market,NCM, ,31988536,1.131341, ,AIRT
Accor SA,France,Consumer Cyclical,Lodging,EUR,au_market,PAR,15,7708185088,1.255696, ,AC.PA
Anheuser-Busch InBev SA/NV,Belgium,Consumer Defensive,Beverages—Brewers,USD,au_market,BRU,27,110065500160,1.134177, ,ABI.BR
XRF Scientific Limited,Australia,Technology,Scientific & Technical Instruments,AUD,au_market,ASX,1,41713908,0.70886, ,XRF.AX
Woolworths Limited,Australia,Consumer Defensive,Grocery Stores,AUD,au_market,ASX,12,47881224192,0.329746, ,WOW.AX
Wirecard AG,Germany,Technology,Software—Application,EUR,au_market,GER,30,61968352, , ,WDI.DE
Waterco Limited,Australia,Industrials,Pollution & Treatment Controls, ,au_market,ASX, ,103810144,0.156962, ,WAT.AX
QBE Insurance Group Limited,Australia,Financial Services,Insurance—Property & Casualty,USD,au_market,ASX,11,14826268672,1.167088, ,QBE.AX
ArcelorMittal,Netherlands,Basic Materials,Steel,USD,au_market,AMS,17,16940669952,1.942405, ,MT.AS
Industrial Alliance Insurance and Financial Services Inc.,Canada,Financial Services,Insurance—Diversified,CAD,au_market,TOR,9,6206554112, ,2,IAG.TO
Brambles Limited,Australia,Industrials,Specialty Business Services,USD,au_market,ASX,10,16569464832,0.52405, ,BXB.AX
BHP Billiton Limited,Australia,Basic Materials,Other Industrial Metals & Mining,USD,au_market,ASX,16,198826835968,0.987974, ,BHP.AX
Aviva plc,United Kingdom,Financial Services,Insurance—Diversified,GBP,au_market,LSE,15,13020557312,1.140506, ,AV.L
ATS Automation Tooling Systems Inc.,Canada,Industrials,Specialty Industrial Machinery,CAD,au_market,TOR,6,2017566208,1.292351,2.2,ATA.TO
"Aspen Aerogels, Inc.",USA,Industrials,Building Products & Equipment,USD,au_market,NYQ,6,385823040,1.702931,2,ASPN
American Riviera Bank,USA,Financial Services,Banks—Regional, ,au_market,PNK, ,26613686,0.719842, ,ARBV
"Advanced Oxygen Technologies, Inc.",USA,Real Estate,Real Estate Services,USD,au_market,PNK, ,355637,-2.324126, ,AOXY
"Avalon Oil & Gas, Inc.",USA, , , ,au_market,PNK, , , , ,AOGN
Allianz SE,Germany,Financial Services,Insurance—Diversified,EUR,au_market,GER,29,82232295424,1.159493,2.4,ALV.DE
"Allied Resources, Inc.",USA,Energy,Oil & Gas E&P, ,au_market,PNK, ,565300,0.712514, ,ALOD
Embotelladora Andina S.A.,USA,Consumer Defensive,Beverages—Non-Alcoholic,CLP,au_market,NYQ,7,2131364608,0.387909,2.3,AKO-B
Agrium Inc.,Canada, , , ,au_market,TOR, , , , ,AGU.TO
Alaris Royalty Corp.,Canada, , , ,au_market,TOR, , , , ,AD.TO
"Abtech Holdings, Inc.",USA, , , ,au_market,PNK, , , , ,ABHD
AmBase Corporation,USA,Real Estate,Real Estate Services,USD,au_market,PNK, ,13681961,0.950958, ,ABCP
Almaden Minerals Ltd.,USA,Basic Materials,Gold, ,au_market,ASE, ,112472192,1.547533, ,AAU
World Reach Limited,Australia, , , ,au_market,ASX, , , , ,WRR.AX
Argex Titanium Inc.,Canada, , , ,au_market,TOR, , , , ,RGX.TO
Macquarie Group Limited,Australia,Financial Services,Capital Markets,AUD,au_market,ASX,12, ,1.286708, ,MQG.AX
Mariner Corporation Limited,Australia,Financial Services,Asset Management, ,au_market,ASX, ,1441596,0.162658, ,MCX.AX
K2 Energy Limited,Australia,Technology,Semiconductors, ,au_market,ASX, ,5411825,1.595569, ,KTE.AX
Impact Minerals Limited,Australia,Basic Materials,Other Industrial Metals & Mining,AUD,au_market,ASX, ,39135580,0.606962, ,IPT.AX
Information Analysis Incorporated,USA,Technology,Information Technology Services,USD,au_market,PNK, ,12387980,3.069334, ,IAIC
"Hennessy Advisors, Inc.",USA, ,Asset Management,USD,au_market,NCM, ,68098032,0.948139,1,HNNA
"Gray Television, Inc.",USA,Communication Services,Broadcasting,USD,au_market,NYQ,1,1602253440,1.900225,2,GTN-A
"Farmers & Merchants Bancorp, Inc.",USA,Financial Services,Banks—Regional,USD,au_market,NCM,2,256482720,0.215896,3,FMAO
Dais Analytic Corporation,USA,Industrials,Electrical Equipment & Parts, ,au_market,PNK, ,41719,-1.414317, ,DLYT
Ceres Global Ag Corp.,Canada,Industrials,Specialty Business Services, ,au_market,TOR, ,118783008,-0.802001, ,CRP.TO
BuyMyPlace.com.au Limited,Australia, , , ,au_market,ASX, , , , ,BMP.AX
"Advanced Voice Recognition Systems, Inc.",USA,Technology,Software—Application, ,au_market,PNK, ,5296158,2.543404, ,AVOI
"Avinger, Inc.",USA,Healthcare,Medical Devices,USD,au_market,NGM,1,25026542,1.646561,2.5,AVGR
"Auxilio, Inc.",USA, , , ,au_market,ASE, , , , ,AUXO
Americas United Bank,USA, , , ,au_market,PNK, , , , ,AUNB
"Atomic Paintball, Inc.",USA, , , ,au_market,PNK, , , , ,ATOC
Astea International Inc.,USA, , , ,au_market,PNK, , , , ,ATEA
Alimentation Couche-Tard Inc.,Canada,Consumer Defensive,Grocery Stores,USD,au_market,TOR,15,47963549696,0.874195,1.9,ATD-B.TO
ASICS Corporation,USA,Consumer Cyclical,Footwear & Accessories, ,au_market,PNK, ,3304524800,1.293778, ,ASCCF
ARC Resources Ltd.,Canada,Energy,Oil & Gas E&P,CAD,au_market,TOR,15,2197998592,2.03431,1.9,ARX.TO
"Arch Therapeutics, Inc.",USA,Healthcare,Biotechnology,USD,au_market,PNK,2,31611116,0.186583,2,ARTH
"American Retail Group, Inc.",USA, , , ,au_market,PNK, ,343950016, , ,ARGB
Andina Acquisition Corp. II,USA,Financial Services,Shell Companies, ,au_market,NCM, ,45322524, , ,ANDA
"AmpliTech Group, Inc.",USA,Technology,Communication Equipment, ,au_market,PNK, ,9801910,0.68151, ,AMPG
"Apollo Medical Holdings, Inc.",USA,Healthcare,Medical Care Facilities,USD,au_market,PNK,1,661666368,0.497243, ,AMEH
Ambow Education Holding Ltd.,USA, , , ,au_market,PNK, , , , ,AMBOY
Aker Solutions,Norway,Energy,Oil & Gas Equipment & Services,NOK,au_market,OSL,15,6864306688,2.032278, ,AKSO.OL
Ashtead Group plc,United Kingdom,Industrials,Rental & Leasing Services,GBP,au_market,LSE,16,14407251968,1.38481, ,AHT.L
Ag Growth International Inc.,Canada,Industrials,Farm & Heavy Construction Machinery,CAD,au_market,TOR,7,593202112,2.749106,2.3,AFN.TO
Air France-KLM SA,France,Industrials, ,EUR,au_market,PAR,17,2181613056,1.135443, ,AF.PA
"AudioEye, Inc.",USA,Technology,Software—Application,USD,au_market,PNK,2,174800640,2.361894,1.5,AEYE
"Aerogrow International, Inc.",USA,Consumer Cyclical,Home Improvement Retail,USD,au_market,PNK, ,101954160,1.498308, ,AERO
Advant-E Corp.,USA,Technology,Software—Application,USD,au_market,PNK, ,32223768,-0.127395, ,ADVC
"Auburn Bancorp, Inc.",USA,Financial Services,Banks—Regional, ,au_market,PNK, ,3623640,0.295941, ,ABBB
The Alkaline Water Company Inc.,USA,Consumer Defensive,Beverages—Non-Alcoholic,USD,au_market,PNK, ,81327336,3.071025,2.3,WTER
Woodside Petroleum Ltd,Australia,Energy,Oil & Gas E&P,USD,au_market,ASX,13,21573105664,1.281012, ,WPL.AX
Wihlborgs Fastigheter AB (publ),Sweden,Real Estate,Real Estate Services,SEK,au_market,STO,6,27960391680,0.468354, ,WIHL.ST
Whitehaven Coal Limited,Australia,Energy, ,AUD,au_market,ASX,16,1400558208,0.757594, ,WHC.AX
Wesfarmers Limited,Australia,Consumer Cyclical,Home Improvement Retail,AUD,au_market,ASX,12,56998137856,0.608227, ,WES.AX
Vestas Wind Systems A/S,Denmark,Industrials,Specialty Industrial Machinery,EUR,au_market,CPH,19,241743069184,0.782911, ,VWS.CO
AB Volvo (publ),Sweden,Industrials,Farm & Heavy Construction Machinery,SEK,au_market,STO,15,396462718976,1.310126, ,VOLV-B.ST
Venture Minerals Limited,Australia,Basic Materials,Other Industrial Metals & Mining,AUD,au_market,ASX,1,38985716,2.106329, ,VMS.AX
Viking Mines Limited,Australia,Basic Materials,Gold, ,au_market,ASX, ,9773515,1.387974, ,VKA.AX
UCW Limited,Australia,Consumer Defensive,Education & Training Services,AUD,au_market,ASX, ,19977380,0.73924, ,UCW.AX
TZ Limited,Australia,Industrials,Security & Protection Services,AUD,au_market,ASX,1,8713932,0.970253, ,TZL.AX
Town and Country Financial Corporation,USA,Financial Services,Banks—Regional,USD,au_market,PNK, ,18900004,0.425591, ,TWCF
Telstra Corporation Limited,Australia,Communication Services,Telecom Services,AUD,au_market,ASX,12,36274565120,0.432278, ,TLS.AX
"Tiger Oil and Energy, Inc.",USA,Energy,Oil & Gas Integrated, ,au_market,PNK, ,299780,-108.26268, ,TGRO
Southern Cross Media Group Limited,Australia,Communication Services,Entertainment,AUD,au_market,ASX,4,631471488,1.45886, ,SXL.AX
Statoil ASA,Norway, , , ,au_market,OSL, , , , ,STL.OL
"Cord Blood America, Inc.",USA, , , ,au_market,PNK, , , , ,CBAI
"Signal Advance, Inc.",USA,Technology,Scientific & Technical Instruments, ,au_market,PNK, ,470703,1.521984, ,SIGL
Svenska Cellulosa Aktiebolaget SCA (publ),Sweden,Basic Materials,Lumber & Wood Production, ,au_market,STO, ,99189284864,0.420253, ,SCA-A.ST
SAS AB (publ),Sweden,Industrials,Airports & Air Services,SEK,au_market,STO,3,11175169024,1.158227, ,SAS.ST
Rezidor Hotel Group AB (publ),Sweden, , , ,au_market,STO, , , , ,REZT.ST
REA Group Limited,Australia,Communication Services,Internet Content & Information,AUD,au_market,ASX,10,19107895296,0.837341, ,REA.AX
Ritchie Bros. Auctioneers Incorporated,Canada,Industrials,Specialty Business Services,USD,au_market,TOR,3,9855845376,1.127959, ,RBA.TO
North American Palladium Ltd.,Canada, , , ,au_market,TOR, , , , ,PDL.TO
Proact IT Group AB (publ),Sweden,Technology,Information Technology Services,SEK,au_market,STO,1,2310784000,1.751898, ,PACT.ST
Neptune Marine Services Limited,Australia, , , ,au_market,ASX, , , , ,NMS.AX
Nex Metals Explorations Limited,Australia,Basic Materials,Gold, ,au_market,ASX, ,14953344,-0.389873, ,NME.AX
National Australia Bank Limited,Australia,Financial Services,Banks—Diversified,AUD,au_market,ASX,12,75676434432,0.83481, ,NAB.AX
"MacDonald, Dettwiler and Associates Ltd.",Canada, , , ,au_market,TOR, , , , ,MDA.TO
L E Lundbergföretagen AB (publ),Sweden,Financial Services,Asset Management,SEK,au_market,STO,1,108276801536,0.5, ,LUND-B.ST
Lonza Group Ltd,Germany, , , ,au_market,GER, , , , ,LO3.DE
Leaf Resources Limited,Australia,Basic Materials,Specialty Chemicals,AUD,au_market,ASX, ,5719456,0.637341, ,LER.AX
Living Cell Technologies Limited,Australia,Healthcare,Biotechnology, ,au_market,ASX, ,8571615,0.781645, ,LCT.AX
Lindsay Australia Limited,Australia,Industrials,Trucking,AUD,au_market,ASX,1,94276344,0.336708, ,LAU.AX
Lojas Americanas S.A.,Brazil,Consumer Cyclical,Department Stores,BRL,au_market,SAO,13,40173441024,0.894626, ,LAME4.SA
Korvest Ltd,Australia,Industrials,Metal Fabrication,AUD,au_market,ASX,1,54365284,1.04367, ,KOV.AX
Kip McGrath Education Centres Limited,Australia,Consumer Defensive,Education & Training Services,AUD,au_market,ASX, ,78028952,0.281645, ,KME.AX
KeyBridge Capital Limited,Australia,Financial Services,Asset Management,AUD,au_market,ASX, ,11186263,0.425949, ,KBC.AX
InVision Aktiengesellschaft,Germany,Technology,Software—Application, ,au_market,GER, ,42465000,1.303797, ,IVX.DE
Integrated Research Limited,Australia,Technology,Software—Application,AUD,au_market,ASX,2,583673280,0.930379, ,IRI.AX
Alamo Energy Corp.,USA,Energy,Oil & Gas E&P,USD,au_market,PNK, ,45345,51.623447, ,ALME
Haldex AB (publ),Sweden,Consumer Cyclical,Auto Parts,SEK,au_market,STO,2,1910985984,1.70443, ,HLDX.ST
Hills Limited,Australia,Industrials,Security & Protection Services,AUD,au_market,ASX,1,42917412,0.88481, ,HIL.AX
Hennessy Capital Acquisition Corp. III,USA,Financial Services,Shell Companies, ,au_market,ASE, ,441530720, , ,HCAC
Health Advance Inc.,USA,Healthcare,Pharmaceutical Retailers, ,au_market,PNK, ,1230479,-0.244081, ,HADV
Gildan Activewear Inc.,Canada,Consumer Cyclical,Apparel Manufacturing,USD,au_market,TOR,14,6823744000,1.61115, ,GIL.TO
Future Healthcare of America,USA,Financial Services,Capital Markets,HKD,au_market,PNK, ,6201655296, ,2,FUTU
First National Bank Alaska,USA,Financial Services,Banks—Regional,USD,au_market,PNK, ,593908096,0.529875, ,FBAK
First Advantage Bancorp,USA, , , ,au_market,PNK, , , , ,FABK
Golden Agri-Resources Ltd,Singapore,Consumer Defensive,Farm Products,USD,au_market,SES,12,2005351936,0.731645, ,E5H.SI
"Daybreak Oil and Gas, Inc.",USA,Energy,Oil & Gas E&P, ,au_market,PNK, ,489977,7.520293, ,DBRM
Computershare Limited,Australia,Technology,Information Technology Services,USD,au_market,ASX,11,7723766272,1.205063, ,CPU.AX
Cromwell Property Group,Australia,Real Estate,REIT—Office,AUD,au_market,ASX,5,2342635520,0.697468, ,CMW.AX
Clas Ohlson AB (publ),Sweden,Consumer Cyclical,Specialty Retail,SEK,au_market,STO,3,5159482880,1.089873, ,CLAS-B.ST
Commonwealth Bank of Australia,Australia,Financial Services,Banks—Diversified,AUD,au_market,ASX,13,142105411584,0.614556, ,CBA.AX
